COMPOUND_ID,SMILES,pIC50,source,MW,LogP,HBD,HBA,TPSA,RotBonds
MMV665883,O=C(Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1cccc(NC(=O)c2ccco2)c1,6.13,MMV,422.14,5.33,3,4,100.02,5
MMV084940,COc1cc2c(cc1OC)C1=NNC(=O)C1=NC(C)(C)C2,5.98,MMV,287.13,1.31,1,5,72.28,2
MMV396715,CC1(c2ccccc2)Nc2ccccc2-c2nc3ccccc3n21,5.76,MMV,311.14,4.85,1,3,29.85,1
MMV000963,COc1ccc(Nc2nc(NCc3ccccc3)c3ccccc3n2)cc1,6.23,MMV,356.16,4.99,2,5,59.07,6
MMV006319,Cc1cc(Nc2cccc(F)c2)nc(NCc2ccccc2)n1,6.18,MMV,308.14,4.28,2,4,49.84,5
MMV000972,O=C1CC(O)(C(F)(F)C(F)(F)F)Oc2ccccc21,,MMV,282.03,2.54,1,3,46.53,1
MMV020490,O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(-c2cccnc2)nc2ccc(Cl)cc12,6.0,MMV,456.17,5.34,1,4,58.12,5
MMV001318,O=C(Nc1ccc(Br)cc1)Nc1cccc(Cl)c1,,MMV,323.97,4.75,2,1,41.13,2
MMV007978,CCOc1ccc(CCNC(=O)c2cccs2)cc1OCC,,MMV,319.12,3.52,1,4,47.56,8
MMV020660,COc1ccc(-c2nonc2NC(=O)c2cccc(Cl)c2)cc1OC,,MMV,359.07,3.66,1,6,86.48,5
MMV665904,COCCn1c(C)nc2ccccc2c1=O,,MMV,218.11,1.35,0,4,44.12,3
MMV396632,CCOc1c(Cl)cc(CNCC(O)c2ccccc2)cc1OC,5.98,MMV,335.13,3.57,2,4,50.72,8
MMV007875,COc1ccc2nc(C)cc(Nc3ccc(Cl)cc3)c2c1,5.7,MMV,298.09,4.95,1,3,34.15,3
MMV006820,CCCCc1c(C)nc2c(OC)cccc2c1O,5.4,MMV,245.14,3.6,1,3,42.35,4
MMV396749,COc1ccc2c(c1)C1(Nc3ccccc3-c3nc4ccccc4n31)C(=O)N2,6.03,MMV,368.13,3.79,2,5,68.18,1
MMV011576,CCOC(=O)C1CCN(C(=O)CN2C(=O)c3ccccc3C2c2c[nH]c3ccccc23)CC1,5.93,MMV,445.2,3.51,1,4,82.71,5
MMV020651,O=C(Nc1ccc(CN2CCOCC2)cc1)c1ccc(-c2cc(Cl)ccc2Cl)o1,5.71,MMV,430.09,5.34,1,4,54.71,5
MMV000483,CCOc1cc2c(cc1OCC)C(c1cc(C)c(O)c(C)c1)NCC2,6.17,MMV,341.2,4.04,2,4,50.72,5
MMV019266,Cc1sc2ncnc(Sc3nc4ccccc4[nH]3)c2c1C,6.21,MMV,312.05,4.34,1,5,54.46,2
MMV001049,CC(C)c1ccc(CNCC(O)c2ccccc2)cc1,5.9,MMV,269.18,3.63,2,2,32.26,6
MMV665806,Cc1c(C)n(CC(O)CNC2CCCCC2C)c2ccccc12,6.11,MMV,314.24,3.79,2,3,37.19,5
MMV667487,CN(C)c1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,,MMV,260.17,0.94,2,6,83.24,2
MMV000356,Oc1ccc(Br)cc1CN1CCN(Cc2cccc(F)c2)CC1,5.99,MMV,378.07,3.61,1,3,26.71,4
MMV396705,COc1cccc(Cn2c(Oc3ccccc3)nc3c2c(=O)n(C)c(=O)n3C)c1,5.86,MMV,392.15,2.28,0,8,80.28,5
MMV006704,CN(C)CCNc1cc(-c2ccccc2)nc2ccccc12,5.4,MMV,291.17,3.88,1,3,28.16,5
MMV000760,Oc1c(CN2CCN(c3ccccc3F)CC2)cc(Br)c2cccnc12,,MMV,415.07,4.16,1,4,39.6,3
MMV007881,CCCCN(CCCC)S(=O)(=O)c1ccc(NC(=O)c2ccco2)cc1,,MMV,378.16,4.12,1,4,79.62,10
MMV008212,COc1ccc2nc(C)cc(Nc3cccc(O)c3)c2c1,6.01,MMV,280.12,4.0,2,4,54.38,3
MMV007363,Clc1ccc2c(N3CCCC3)ccnc2c1,6.03,MMV,232.08,3.49,0,2,16.13,1
MMV007791,CCOc1ccccc1NC(=O)CN1CCN(C(=O)c2ccco2)CC1,,MMV,357.17,2.07,1,5,75.02,6
MMV665843,Oc1c2c(nc3ccccc13)CCCC2,,MMV,199.1,2.82,1,2,33.12,0
MMV396595,CCOc1ccccc1CN1CCc2nc3cc(C(C)(C)C)nn3c(O)c2C1,6.0,MMV,380.22,3.69,1,6,62.89,4
MMV396669,Cc1cc(N2CCCC2)nc(Nc2ccc(NC(=O)CCc3ccccc3)cc2)n1,5.97,MMV,401.22,4.7,2,5,70.15,7
MMV396704,CN1CCN(c2ncnc3c2[nH]c2ccc(Cl)cc23)CC1,5.92,MMV,301.11,2.52,1,4,48.05,1
MMV019762,COc1cccc(C(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)c1,,MMV,343.13,4.49,2,3,67.01,4
MMV020505,CN(C)CCCNCc1ccc(-c2ccc(F)c(Cl)c2)o1,6.06,MMV,310.12,3.78,1,3,28.41,7
MMV020942,CCC(=O)Nc1nnc(Cc2ccc(OC)c(OC)c2)s1,,MMV,307.1,2.49,1,6,73.34,6
MMV000839,OC(CNCc1ccccc1)Cn1c2ccccc2c2ccccc21,5.97,MMV,330.17,3.95,2,3,37.19,6
MMV666599,O=c1nc(C=Cc2ccc(Br)cc2)oc2ccccc12,,MMV,326.99,4.12,0,3,43.1,2
MMV000481,CCOc1cc2c(cc1OCC)C(c1cc(Cl)c(O)c(OCC)c1)NCC2,5.88,MMV,391.16,4.48,2,5,59.95,7
MMV665897,COc1ccc2nc(N)nc(C)c2c1,,MMV,189.09,1.53,1,4,61.03,1
MMV665908,COc1ccc(N2CCN(C(CNC(=O)CC(C)(C)C)c3ccc4c(c3)OCO4)CC2)cc1,,MMV,453.26,3.84,1,6,63.27,7
MMV665924,COc1ccc(C(=O)C2CC2c2ccc(Cl)cc2)cc1,5.97,MMV,286.08,4.34,0,2,26.3,4
MMV665944,COc1ccc(CN2CCN(Cc3ccccc3)CC2)c(O)c1,5.97,MMV,312.18,2.72,1,4,35.94,5
MMV666054,COc1ccc(C(=O)NC(c2ccc(Cl)cc2Cl)c2cc(Cl)c3cccnc3c2O)cc1,6.29,MMV,486.03,6.43,2,4,71.45,5
MMV008474,CCN1CCN(c2c(C(=O)c3ccccc3)cnc3cc(OC)c(OC)cc23)CC1,,MMV,405.21,3.62,0,6,54.9,6
MMV000445,CCCCCCn1c(=N)n(CC(O)COc2cccc(C)c2)c2ccccc21,5.95,MMV,381.24,4.25,2,5,63.17,10
